"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","tenure_bin"
"565","5846-NEQVZ","Male","NO","Yes","Yes",69,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",1036,4208,"No","5-6 years"
"566","6967-QIQRV","Male","NO","Yes","Yes",7,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","No","Electronic check",37,1151,"No","0-1 year"
"567","5781-RFZRP","Male","NO","Yes","No",69,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",1081,4469,"No","5-6 years"
"568","0939-YAPAF","Female","NO","No","No",29,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",6,3057,"Yes","2-3 years"
"569","0308-IVGOK","Female","NO","No","No",3,"No","No","DSL","No","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",555,3603,"No","0-1 year"
"570","7293-LSCDV","Female","NO","Yes","Yes",57,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",319,201,"No","4-5 years"
"571","7025-WCBNE","Male","YES","No","No",42,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",839,2393,"No","3-4 years"
"572","5756-JYOJT","Female","NO","No","No",3,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",930,5483,"No","0-1 year"
"573","4710-FDUIZ","Male","NO","Yes","No",52,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)",7,4650,"Yes","4-5 years"
"574","6030-REHUX","Female","YES","Yes","No",21,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",205,2784,"No","1-2 years"
"575","9548-LIGTA","Male","NO","Yes","No",58,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check",1225,4016,"No","4-5 years"
"576","5150-LJNSR","Male","NO","Yes","Yes",25,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","One year","No","Bank transfer (automatic)",1547,2675,"No","2-3 years"
"577","8270-RKSAP","Male","NO","No","No",72,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",1029,4893,"No","5-6 years"
"578","6522-YRBXD","Male","YES","Yes","No",29,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",1483,2920,"No","2-3 years"
"579","2640-LYMOV","Male","NO","No","No",12,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",327,3259,"No","0-1 year"
"580","1218-VKFPE","Female","NO","Yes","Yes",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",314,1963,"Yes","0-1 year"
"581","3627-FHKBK","Female","NO","No","No",1,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",1117,5769,"Yes","0-1 year"
"582","2865-TCHJW","Female","YES","No","No",34,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",1381,2992,"Yes","2-3 years"
"583","1423-BMPBQ","Female","NO","Yes","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",314,1475,"No","0-1 year"
"584","2393-DIVAI","Female","NO","No","No",23,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",334,4985,"No","1-2 years"
"585","5192-EBGOV","Female","YES","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",1313,6213,"Yes","0-1 year"
"586","4568-KNYWR","Male","NO","No","No",48,"Yes","No","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Credit card (automatic)",900,2900,"No","3-4 years"
"587","8752-IMQOS","Male","NO","Yes","Yes",45,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",336,6208,"No","3-4 years"
"588","0742-LAFQK","Male","NO","Yes","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Electronic check",1568,5739,"No","5-6 years"
"589","0795-LAFGP","Male","NO","Yes","Yes",69,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",1405,5295,"No","5-6 years"
"590","0619-OLYUR","Male","NO","Yes","No",70,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",222,6047,"No","5-6 years"
"591","5512-IDZEI","Male","NO","Yes","Yes",41,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Electronic check",395,326,"No","3-4 years"
"592","0459-SPZHJ","Male","NO","Yes","Yes",60,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",1269,4515,"No","4-5 years"
"593","0215-BQKGS","Male","NO","No","No",24,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",1285,2085,"No","1-2 years"
"594","9244-ZVAPM","Male","NO","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",622,3820,"No","0-1 year"
"595","0719-SYFRB","Female","NO","No","No",4,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",880,5593,"Yes","0-1 year"
"596","8208-EUMTE","Male","NO","No","No",8,"No","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check",760,6357,"No","0-1 year"
"597","5172-MIGPM","Male","NO","No","No",34,"Yes","Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Mailed check",943,2006,"No","2-3 years"
"598","1710-RCXUS","Male","NO","Yes","No",47,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","Yes","Credit card (automatic)",1404,3916,"No","3-4 years"
"599","0374-FIUCA","Male","NO","Yes","No",62,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",342,760,"No","5-6 years"
"600","5839-SUYVZ","Male","NO","No","No",8,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",1102,318,"No","0-1 year"
"601","5173-ZXXXL","Male","NO","No","No",12,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",333,3979,"No","0-1 year"
"602","1096-ADRUX","Female","NO","Yes","Yes",63,"Yes","Yes","Fiber optic","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",1096,4098,"No","5-6 years"
"603","2001-MCUUW","Male","NO","No","No",41,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",164,4154,"No","3-4 years"
"604","2731-GJRDG","Female","NO","No","No",26,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",180,3123,"No","2-3 years"
"605","4723-BEGSG","Male","NO","Yes","No",70,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",1332,4978,"No","5-6 years"
"606","6516-NKQBO","Male","NO","Yes","Yes",32,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",1224,2676,"No","2-3 years"
"607","8672-OAUPW","Male","NO","No","Yes",47,"Yes","No","DSL","No","No","No","Yes","No","No","One year","No","Credit card (automatic)",644,1996,"No","3-4 years"
"608","8207-DMRVL","Male","NO","Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",257,6138,"No","5-6 years"
"609","3419-SNJJD","Female","YES","Yes","No",62,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",100,5368,"Yes","5-6 years"
"610","6543-CPZMK","Male","NO","Yes","Yes",72,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",449,2129,"Yes","5-6 years"
"611","4765-OXPPD","Female","NO","Yes","Yes",72,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","No","Mailed check",932,5280,"Yes","5-6 years"
"612","2804-ETQDK","Male","NO","No","Yes",63,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",345,647,"No","5-6 years"
"613","6689-VRRTK","Female","YES","No","No",39,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",185,4103,"No","3-4 years"
"614","7138-GIRSH","Male","NO","No","No",46,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",1009,2961,"No","3-4 years"
"615","9396-ZSFLL","Female","NO","No","No",7,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",658,5101,"No","0-1 year"
"616","6464-KEXXH","Male","NO","No","No",71,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",402,1430,"No","5-6 years"
"617","7134-MJPDY","Female","YES","No","No",63,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",53,5487,"No","5-6 years"
"618","5240-CAOYT","Female","NO","No","No",53,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",1349,4125,"No","4-5 years"
"619","4059-IIEBK","Female","NO","No","No",67,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",1175,4373,"No","5-6 years"
"620","4881-JVQOD","Male","YES","Yes","Yes",2,"No","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",487,3129,"No","0-1 year"
"621","0516-UXRMT","Female","NO","No","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Electronic check",1437,4751,"No","4-5 years"
"622","4851-BQDNX","Male","NO","Yes","Yes",35,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Electronic check",1300,2912,"No","2-3 years"
"623","5148-HKFIR","Female","NO","No","No",13,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",328,3471,"No","1-2 years"
"624","1009-IRMNA","Female","NO","No","No",67,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",334,666,"Yes","5-6 years"
"625","3003-CMDUU","Female","NO","Yes","No",18,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",1495,2033,"No","1-2 years"
"626","5016-IBERQ","Male","NO","Yes","No",16,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",1284,1571,"No","1-2 years"
"627","6797-UCJHZ","Female","YES","Yes","No",63,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",87,5388,"No","5-6 years"
"628","2469-DTSGX","Female","YES","No","No",70,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",219,5993,"No","5-6 years"
"629","4554-YGZIH","Male","YES","Yes","No",44,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",1398,3876,"Yes","3-4 years"
"630","5099-BAILX","Male","YES","Yes","Yes",38,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",203,3965,"Yes","3-4 years"
"631","9931-KGHOA","Female","NO","Yes","No",41,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",763,2124,"No","3-4 years"
"632","1775-KWJKQ","Male","NO","Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",1394,5242,"No","5-6 years"
"633","7665-VIGUD","Male","NO","No","No",2,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",341,1285,"No","0-1 year"
"634","9411-TPQQV","Female","NO","No","No",35,"No","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",754,1870,"No","2-3 years"
"635","7207-RMRDB","Female","NO","Yes","Yes",62,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105,5491,"Yes","5-6 years"
"636","7954-MLBUN","Male","NO","No","No",25,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",1574,2704,"No","2-3 years"
"637","2077-DDHJK","Female","NO","Yes","No",65,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",1037,4161,"No","5-6 years"
"638","4913-EHYUI","Male","YES","Yes","Yes",52,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",86,4778,"Yes","4-5 years"
"639","0195-IESCP","Male","NO","Yes","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",1304,6228,"Yes","0-1 year"
"640","9574-BOSMD","Male","NO","Yes","Yes",65,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",405,1088,"No","5-6 years"
"641","4580-TMHJU","Female","NO","Yes","Yes",38,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",786,2146,"Yes","3-4 years"
"642","0970-ETWGE","Male","NO","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",1388,6302,"Yes","0-1 year"
"643","4908-XAXAY","Female","YES","No","No",44,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",1394,3648,"No","3-4 years"
"644","8404-VLQFB","Female","NO","Yes","Yes",7,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",402,3367,"No","0-1 year"
"645","1626-ERCMM","Male","YES","Yes","No",13,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",1483,1474,"Yes","1-2 years"
"646","0887-HJGAR","Male","NO","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",624,3822,"Yes","0-1 year"
"647","2391-IPLOP","Male","NO","Yes","Yes",46,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","One year","Yes","Electronic check",1012,2982,"No","3-4 years"
"648","5644-PDMZC","Female","YES","No","No",12,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",1387,1068,"Yes","0-1 year"
"649","3509-GWQGF","Male","YES","No","No",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",1019,1240,"No","1-2 years"
"650","9576-ANLXO","Female","NO","No","No",23,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",1010,1854,"Yes","1-2 years"
"651","2024-BASKD","Female","NO","No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",1103,5722,"Yes","0-1 year"
"652","5845-BZZIB","Male","NO","Yes","Yes",29,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",336,5235,"No","2-3 years"
"653","1140-UKVZG","Female","NO","No","No",9,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",393,4023,"No","0-1 year"
"654","4160-AMJTL","Female","YES","No","No",71,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",327,1112,"Yes","5-6 years"
"655","5183-SNMJQ","Male","NO","No","No",2,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",1494,6252,"No","0-1 year"
"656","8100-PNJMH","Male","NO","Yes","Yes",65,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",1374,5007,"No","5-6 years"
"657","7838-LAZFO","Male","NO","Yes","No",40,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",1180,3112,"No","3-4 years"
"658","4464-JCOLN","Male","NO","Yes","Yes",12,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",331,3036,"Yes","0-1 year"
"659","2085-JVGAD","Male","NO","Yes","No",31,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",341,5484,"No","2-3 years"
"660","5650-VDUDS","Female","NO","No","No",34,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",382,6465,"Yes","2-3 years"
"661","8095-WANWK","Female","NO","No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",615,3642,"No","0-1 year"
"662","3030-ZKIWL","Male","NO","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",335,1607,"No","0-1 year"
"663","9565-FLVCG","Male","NO","Yes","Yes",62,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","Two year","Yes","Mailed check",1010,3785,"No","5-6 years"
"664","8755-OGKNA","Female","NO","Yes","Yes",53,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",324,312,"No","4-5 years"
"665","2800-VEQXM","Female","NO","No","No",23,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",1106,2016,"No","1-2 years"
"666","7538-GWHML","Female","NO","No","No",12,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",1012,834,"Yes","0-1 year"
"667","5533-RJFTJ","Male","NO","No","No",44,"No","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",453,839,"No","3-4 years"
"668","3859-CVCET","Female","NO","No","No",34,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",623,1508,"Yes","2-3 years"
"669","0214-JHPFW","Female","NO","Yes","No",68,"No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",811,3452,"No","5-6 years"
"670","5642-MHDQT","Female","NO","Yes","Yes",49,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",331,78,"No","4-5 years"
"671","3088-FVYWK","Male","NO","Yes","Yes",49,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",408,606,"No","4-5 years"
"672","3276-HDUEG","Female","NO","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",1112,5767,"Yes","0-1 year"
"673","9092-GDZKO","Male","NO","No","No",15,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",394,4180,"No","1-2 years"
"674","0823-HSCDJ","Male","YES","No","No",48,"No","No","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",664,2208,"Yes","3-4 years"
"675","3729-OWRVL","Male","YES","No","No",62,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",196,5642,"No","5-6 years"
"676","2324-AALNO","Female","NO","No","No",43,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",388,374,"No","3-4 years"
"677","0822-GAVAP","Female","NO","No","No",12,"No","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",490,5041,"Yes","0-1 year"
"678","5760-IFJOZ","Male","NO","No","No",23,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Mailed check",150,2722,"No","1-2 years"
"679","2826-UWHIS","Male","NO","Yes","No",40,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",1232,3240,"No","3-4 years"
"680","1448-PWKYE","Male","NO","Yes","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",1204,6013,"Yes","0-1 year"
"681","7501-IWUNG","Female","NO","Yes","Yes",58,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",1087,3919,"No","4-5 years"
"682","4957-TREIR","Male","NO","No","No",23,"Yes","No","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",920,1553,"No","1-2 years"
"683","7251-LJBQN","Female","YES","No","No",35,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",70,3578,"No","2-3 years"
"684","8040-MNRTF","Female","NO","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",1041,5565,"No","0-1 year"
"685","1536-HBSWP","Female","NO","No","No",1,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",679,4147,"No","0-1 year"
"686","5313-FPXWG","Male","NO","No","No",47,"Yes","Yes","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",389,487,"No","3-4 years"
"687","0067-DKWBL","Male","YES","No","No",12,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",666,6343,"Yes","0-1 year"
"688","0946-FKYTX","Male","NO","No","No",48,"No","No","DSL","No","Yes","No","No","No","No","One year","No","Mailed check",451,1095,"No","3-4 years"
"689","5076-YVXCM","Male","NO","No","No",47,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",1267,3543,"No","3-4 years"
"690","8262-COGGB","Male","NO","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",343,1615,"No","0-1 year"
"691","6663-JOCQO","Male","NO","Yes","Yes",25,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",1116,1979,"No","2-3 years"
"692","9620-QJREV","Male","NO","No","Yes",42,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",345,29,"No","3-4 years"
"693","2276-YDAVZ","Female","NO","No","No",23,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",1113,2350,"Yes","1-2 years"
"694","2682-KEVRP","Female","YES","No","No",15,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",335,3562,"No","1-2 years"
"695","2480-JZOSN","Female","NO","Yes","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",347,1619,"No","0-1 year"
"696","0078-XZMHT","Male","NO","Yes","No",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",1302,5107,"No","5-6 years"
"697","5896-NPFWW","Male","NO","Yes","Yes",23,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",684,1168,"Yes","1-2 years"
"698","9978-HYCIN","Male","YES","Yes","Yes",42,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","One year","Yes","Bank transfer (automatic)",1298,3436,"No","3-4 years"
"699","8338-QIUNR","Male","NO","Yes","Yes",70,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",960,4066,"No","5-6 years"
"700","1525-LNLOJ","Male","NO","Yes","Yes",63,"Yes","Yes","DSL","No","No","Yes","No","Yes","No","Two year","Yes","Bank transfer (automatic)",901,3579,"No","5-6 years"
"701","9450-TRJUU","Male","NO","No","No",29,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",1262,2462,"No","2-3 years"
"702","1766-GKNMI","Male","NO","No","No",22,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",1297,2177,"No","1-2 years"
"703","6942-LBFDP","Female","NO","No","No",12,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",345,2862,"No","0-1 year"
"704","1456-TWCGB","Male","NO","No","No",34,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",666,1707,"No","2-3 years"
"705","7133-VBDCG","Female","NO","No","No",18,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",1201,1643,"Yes","1-2 years"
"706","7596-ZYWBB","Female","NO","No","No",62,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",839,3216,"No","5-6 years"
"707","8329-UTMVM","Male","YES","No","No",20,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",88,2559,"No","1-2 years"
"708","3014-WJKSM","Male","NO","Yes","No",22,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",1117,1899,"No","1-2 years"
"709","3347-YJZZE","Male","NO","Yes","Yes",22,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",1206,1847,"No","1-2 years"
"710","1029-QFBEN","Male","NO","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",325,1485,"Yes","0-1 year"
"711","7929-DMBCV","Female","NO","Yes","No",13,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",1224,1179,"No","1-2 years"
"712","9661-JALZV","Female","NO","No","No",54,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",391,936,"No","4-5 years"
"713","5433-KYGHE","Female","NO","No","Yes",6,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",1319,306,"No","0-1 year"
"714","4312-KFRXN","Male","NO","Yes","No",70,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",405,1212,"No","5-6 years"
"715","5575-TPIZQ","Male","NO","No","No",41,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",1380,3621,"No","3-4 years"
"716","0114-IGABW","Female","NO","Yes","No",69,"No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",815,3541,"No","5-6 years"
"717","9944-AEXBM","Male","NO","No","No",26,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",1312,2318,"No","2-3 years"
"718","1853-ARAAQ","Female","NO","No","No",19,"No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",688,509,"No","1-2 years"
"719","6952-OMNWB","Male","YES","Yes","No",65,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",1211,4626,"No","5-6 years"
"720","4697-LUPSU","Male","NO","Yes","Yes",12,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",338,2943,"No","0-1 year"
"721","8434-VGEQQ","Male","NO","Yes","Yes",58,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",345,561,"No","4-5 years"
"722","4952-YSOGZ","Female","NO","Yes","Yes",34,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",1318,3267,"Yes","2-3 years"
"723","1589-AGTLK","Male","NO","No","No",23,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",617,747,"Yes","1-2 years"
